-36.23593,-141.86699
1180.39886,-638.86193
390.7411,-123.45126
298.33873,-83.79118
283.52077,-135.5858
1196.73724,-623.78102
1142.66995,-484.80344
682.88502,11.10761
1157.22555,-533.49266
755.68576,-176.0045
140.30771,-154.06173
1164.29849,-135.97097
1198.18233,-489.48933
1457.76319,343.95404
1296.12474,-829.34583
5.86852,-139.1579
1346.40692,-909.58842
-36.34927,-144.16251
1081.54602,-288.17317
1081.38839,-408.29796
1150.51346,-603.64113
223.54941,-105.95879
985.61148,-349.55202
1186.79718,-530.33642
929.24407,265.96071
879.0365,62.917
1253.54696,261.99087
1258.4743,-794.0141
1231.23581,-755.79844
76.70571,-150.71376
1200.11243,-688.77293
271.4587,-87.95979
1435.84594,-1003.19699
1448.30911,-1053.05181
927.24483,-95.11455
74.50404,-124.7652
1329.75729,249.78499
452.04005,-62.87882
886.88486,195.17356
115.75453,-131.74611
37.01664,-118.61438
117.89543,-151.36395
1405.73804,-947.03716
917.5309,-28.68171
1093.4058,-274.28765
119.67873,-121.90862
1088.33369,-445.88322
1177.4516,-639.64102
1132.46626,-423.76337
-166.576,-162.92054
1180.65868,189.82121
26.63352,-160.76873
149.88321,-131.16969
737.50152,-360.80182
-77.24229,-139.24989
159.91606,-140.1301
1706.9369,-55.96671
1247.003,-712.6534
971.74811,-108.39916
1424.19084,323.56244
769.19458,-203.55806
57.35827,-118.59126
1241.0959,211.46339
1178.77301,-643.99899
759.25925,-169.2175
1652.92281,-824.38122
290.90529,-78.98631
9.37327,-131.51025
1059.06744,-430.29576
1022.76729,-137.72146
409.26164,-73.40757
214.90531,-115.59372
1342.57619,-898.92435
1433.85509,-1021.3445
1376.98175,-926.33228
1016.84486,-106.04538
983.75965,33.02346
867.90917,-41.83016
1018.87662,-138.81889
1003.9421,28.24552
165.37015,-154.81718
1332.26051,-796.19389
1177.45585,-602.83017
216.25201,-146.48427
1497.81115,-1115.2902
824.04326,-80.08571
970.47177,-183.1856
1270.87708,-718.30546
238.34182,-60.12636
1003.01425,-120.44634
865.62718,-131.87862
1015.02165,-357.85704
868.86265,234.51998
1086.37685,-511.48084
-362.05598,-183.57957
1155.71399,-598.49566
200.14906,-125.23092
1062.47504,-314.93902
1500.93526,377.82797
1075.2312,-335.36277
1124.05923,-527.99035
1009.55397,-6.78612
1040.65308,-223.90945
899.16627,-261.20267
1206.70173,181.33664
61.3408,-112.94858
1049.69913,161.04932
956.07427,339.34733
1036.22698,-402.77755
1011.95121,-219.37563
-29.85402,-141.67365
1113.91677,-527.37301
1038.4379,-370.97069
990.22561,-244.02388
468.91631,-102.48344
1115.09542,-355.27367
897.61232,251.86086
881.102,260.65057
1725.71459,-20.59718
86.03036,-137.92925
871.66216,-218.88861
927.60626,3.98255
842.48279,188.99204
1019.83515,23.45312
1348.75596,-899.56537
138.40326,-128.76576
725.95987,-125.31925
1108.53442,-384.12519
923.87408,-227.12731
1161.76512,80.30558
1041.21774,-338.83121
1097.20995,-428.19529
1095.72512,-525.99813
1738.70792,-15.18606
750.05446,20.83751
1002.15033,386.91526
981.03324,26.16805
